date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:42:44	20794/20794	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2023%20Feb%202022%2006:45:30%20GMT	https://dienhoa24gio.com/WebResource.axd?d=d-_ynpgtPWjCw_AhspX2goUkuw7zu4_Kdi146lNxa7STTUsLdK6cdBrOTN-Nlc36-31e44ptbNx9ANKa32ys20PoGDY1&t=637812207300000000	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/WebResourcead0d.js	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:44	100152/100152	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2013%20Jun%202022%2020:07:01%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=H8hPS7dUBDFjGTEzq9_GBUYz5CkSVtvkvCqFW0erEbA3xQdbtdIKQIQzGDa05pJgUJ4I_yngz5feqcbXT7b2FXpxWKXwxtYCBYAAdu4CqIdNcNMQCFkMGWznmeIUftlQdKGZklED9bT5PA2WLmKZ2GsNIw01&t=3f4a792d	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource4458.js	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:44	29540/29540	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2000:18:48%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=erYZy3qguddQLn2o6BCvmo08EruiGXKi9Ln2o632p9kQ2rVqXpEKRLpyiKcFJTPujtUMPevDfc-G-Zn9Xow8ccQEW9gF_dkmiKI7bWxIHQ1ZCOOVoumMPYOcFTNPw2wreBQ86SaoBFgarLJfjWRw5dqWYrE1&t=597217ed	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource1e11.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:45	18785/18785	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2000:18:48%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=FE1NgKtnAFY9wLO8QmJWzhgjCD2NdtpXIk_apsac2JeSpeUyqjWfiH3qtqNtEMWeJz0sg9sHh4AHNhAC3t5Kgd6_fjb26LF007F82WVWw9cATGE1TX60vAA-2zC7oa4IWPlPvr3xIhZyKdyFwndanQzsSDE1&t=597217ed	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResourcead23.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:45	33648/33648	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2000:18:48%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=ZXdPxKiepOXVHJjCkRE--qFh00tOGtnpkADshNYXx87hdtPqZMfUAdkeTZUpLWXBTrnge0Up1bJGv56aQImyPE_1lfVi6puyZob0snNNoRoNqsU8lGCovWKUgwHeR-oUQ_Xa-6tU6oXp7Q_uL5qpPEJaDMokzXy2U9eqlwToTMKERWdz0&t=597217ed	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource0a01.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:45	55117/55117	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2000:18:48%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=HG2UywgOSZW-Xsmzv_b7s-FO2LHSA5UW3KRNyDNkBCnoT88XJ42TBdmkcdwbqDFmNC1CnP3VvNy5fF0Wq9gV8y5zACG5REgv-_UUVZDO6nhNWWf0lpzgVYMeJFAIRyR6sX0oL_w4aWrCxdRQbNdQpNLxruSOALWt8voN9v2YhRd0FgFz0&t=597217ed	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource5b4d.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:46	19486/19486	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2013%20Jun%202022%2020:06:59%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=7sq4GDWOmJWI_AfSNqDLZDiY82YbGXaurcA09MMTGEt3XOToqRc-OCIoq5wOBJgCeMOLwiIrYsp2y3CjshWnDsShjrZXbv8OZWZQ_NXtRsBlqluh-UcAOgHotTwyZg_wR_lS_NZQZ5onXXGSjuUjknU7DwU1&t=ffffffff87636c38	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource7b8a.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:46	19752/19752	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2013%20Jun%202022%2020:06:59%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=6aED71Noj37ElmBXK82UlGBdqupH4AInUN6wM4J7ZElL-Tt-auNkFzVprq1Y4xNssKqMPk2LL7VQoUpD-ItEEFDRdn19ho2I4pdc0hgpOdqevnn-AicGCLjelvdC4YVomXWDuV19cLUEfKZ1PBdbsYI5Zis1&t=ffffffff87636c38	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResourceb8d6.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:46	6267/6267	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2000:18:49%20GMT	https://dienhoa24gio.com/ScriptResource.axd?d=_3VjCYUa-f2ouo9se8bMQOBUbPmrO_7o3k0egsdeD8uYlwTS9OKFD17VQr0JBijrKE2mqx_yoJVJrgZP2ZgewDNZsw0GN6N6pobeSzOsV3E3JeM20I7fJpnRLrCT5yXZtwvuWTLMJ_hjYtE1tYJzapshPW9Rbwmv9W6EDd4tUc3xz1550&t=ffffffff87636c38	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/ScriptResource3778.axd	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:46	382/382	---M--	200	added ('OK')	image/gif	etag:%2205a508c75dad11:0%22	https://dienhoa24gio.com/Images/icon_flag_en.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/icon_flag_en.gif	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:47	3582/3582	---M--	200	added ('OK')	image/gif	etag:%22026179075dad11:0%22	https://dienhoa24gio.com/images/logoimg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/images/logoimg.gif	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:47	143248/143248	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20Jun%202022%2001:42:59%20GMT	https://dienhoa24gio.com/	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/index.html	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:47	768/768	---M--	200	added ('OK')	image/gif	etag:%2250f904775dad11:0%22	https://dienhoa24gio.com/Images/ComponentArt/Calendar/btn_calendar.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ComponentArt/Calendar/btn_calendar.gif	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:47	2526/2526	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Jun%202022%2001:42:59%20GMT	https://dienhoa24gio.com/CaptchaImage.axd?guid=6d152096-fc00-44df-b7b0-a8b0a4cca08d	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/CaptchaImage744c.jpg	(from https://dienhoa24gio.com/dat-hoa.aspx)
08:42:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:42:59%20GMT	https://dienhoa24gio.com/Images/Common/bg_topbar.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Common/bg_topbar.16.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:00%20GMT	https://dienhoa24gio.com/Images/Common/logo.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Common/logo.17.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:00%20GMT	https://dienhoa24gio.com/Images/Common/bg_undermenubar.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Common/bg_undermenubar.18.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:00%20GMT	https://dienhoa24gio.com/Images/Common/bg_footer.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Common/bg_footer.19.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:00%20GMT	https://dienhoa24gio.com/Images/Grid/grid_headerBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/grid_headerBg.1a.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:02%20GMT	https://dienhoa24gio.com/Images/Grid/header_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/header_bg.1b.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:02%20GMT	https://dienhoa24gio.com/Images/Grid/header_hoverBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/header_hoverBg.1c.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:49	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:02%20GMT	https://dienhoa24gio.com/Images/Grid/header_activeBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/header_activeBg.1d.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:02%20GMT	https://dienhoa24gio.com/Images/Menu/group_background.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/group_background.1e.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:03%20GMT	https://dienhoa24gio.com/Images/Menu/item_hover_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/item_hover_bg.1f.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:50	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:03%20GMT	https://dienhoa24gio.com/Images/Menu/top_group_background.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/top_group_background.20.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:03%20GMT	https://dienhoa24gio.com/Images/Menu/break_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/break_bg.21.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:03%20GMT	https://dienhoa24gio.com/Images/Menu/group_background_Large.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/group_background_Large.22.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:04%20GMT	https://dienhoa24gio.com/Images/Menu/top_item_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/top_item_bg.23.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:51	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:04%20GMT	https://dienhoa24gio.com/Images/Menu/item_hover_bg1.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/item_hover_bg1.24.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:04%20GMT	https://dienhoa24gio.com/Images/Menu/break_bg_large.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Menu/break_bg_large.25.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:04%20GMT	https://dienhoa24gio.com/Images/maskBG.png	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/maskBG.26.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:05%20GMT	https://dienhoa24gio.com/Images/Splitter/splitter_horBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Splitter/splitter_horBg.27.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:05%20GMT	https://dienhoa24gio.com/Images/Tab/tab_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Tab/tab_bg.28.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:53	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:05%20GMT	https://dienhoa24gio.com/Images/Tab/hover_tab_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Tab/hover_tab_bg.29.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:53	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:05%20GMT	https://dienhoa24gio.com/Images/Tab/selected_tab_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Tab/selected_tab_bg.2a.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:53	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:06%20GMT	https://dienhoa24gio.com/Images/Tab/scroll_item_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Tab/scroll_item_bg.2b.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:06%20GMT	https://dienhoa24gio.com/Images/Tab/hover_scroll_item_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Tab/hover_scroll_item_bg.2c.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:06%20GMT	https://dienhoa24gio.com/Images/ToolBar/PageEditToolbarBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ToolBar/PageEditToolbarBg.2d.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:06%20GMT	https://dienhoa24gio.com/Images/ToolBar/RoundedButtonBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ToolBar/RoundedButtonBg.2e.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:54	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:07%20GMT	https://dienhoa24gio.com/Images/ToolBar/RoundedButtonHoverBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ToolBar/RoundedButtonHoverBg.2f.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:07%20GMT	https://dienhoa24gio.com/Images/ToolBar/CommandBarBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ToolBar/CommandBarBg.30.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:07%20GMT	https://dienhoa24gio.com/Images/WebPart/AddWebPartBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/WebPart/AddWebPartBg.31.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:07%20GMT	https://dienhoa24gio.com/Images/WebPart/AddWebPartHoverBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/WebPart/AddWebPartHoverBg.32.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:08%20GMT	https://dienhoa24gio.com/Images/ToolBar/ButtonBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/ToolBar/ButtonBg.33.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:08%20GMT	https://dienhoa24gio.com/Images/WebPart/ZoneHeaderBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/WebPart/ZoneHeaderBg.34.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:08%20GMT	https://dienhoa24gio.com/Images/headerBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/headerBg.35.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:08%20GMT	https://dienhoa24gio.com/Images/bullet.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/bullet.36.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:09%20GMT	https://dienhoa24gio.com/Images/Grid/Scroller/scroller_bg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/Scroller/scroller_bg.37.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:09%20GMT	https://dienhoa24gio.com/Images/Grid/Scroller/scroll_gripBg.gif	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Images/Grid/Scroller/scroll_gripBg.38.delayed	(from https://dienhoa24gio.com/Core.css)
08:42:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:09%20GMT	https://dienhoa24gio.com/POST	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/POST.39.delayed	(from https://dienhoa24gio.com/WebResource.axd?d=d-_ynpgtPWjCw_AhspX2goUkuw7zu4_Kdi146lNxa7STTUsLdK6cdBrOTN-Nlc36-31e44ptbNx9ANKa32ys20PoGDY1&t=637812207300000000)
08:42:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/Firefox/	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Firefox/index.html	(from https://dienhoa24gio.com/ScriptResource.axd?d=H8hPS7dUBDFjGTEzq9_GBUYz5CkSVtvkvCqFW0erEbA3xQdbtdIKQIQzGDa05pJgUJ4I_yngz5feqcbXT7b2FXpxWKXwxtYCBYAAdu4CqIdNcNMQCFkMGWznmeIUftlQdKGZklED9bT5PA2WLmKZ2GsNIw01&t=3f4a792d)
08:42:58	29147/29147	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/css/jquery-ui.css.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/css/jquery-ui.css	(from https://dienhoa24gio.com/)
08:42:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/Opera/	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/Opera/index.html	(from https://dienhoa24gio.com/ScriptResource.axd?d=H8hPS7dUBDFjGTEzq9_GBUYz5CkSVtvkvCqFW0erEbA3xQdbtdIKQIQzGDa05pJgUJ4I_yngz5feqcbXT7b2FXpxWKXwxtYCBYAAdu4CqIdNcNMQCFkMGWznmeIUftlQdKGZklED9bT5PA2WLmKZ2GsNIw01&t=3f4a792d)
08:42:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/AppleWebKit/	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/AppleWebKit/index.html	(from https://dienhoa24gio.com/ScriptResource.axd?d=H8hPS7dUBDFjGTEzq9_GBUYz5CkSVtvkvCqFW0erEbA3xQdbtdIKQIQzGDa05pJgUJ4I_yngz5feqcbXT7b2FXpxWKXwxtYCBYAAdu4CqIdNcNMQCFkMGWznmeIUftlQdKGZklED9bT5PA2WLmKZ2GsNIw01&t=3f4a792d)
08:42:58	73439/73439	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/css/plugin.css.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/css/plugin.css	(from https://dienhoa24gio.com/)
08:42:58	42774/42774	---M-Z	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/css/main.css.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/css/main.css	(from https://dienhoa24gio.com/)
08:42:59	93637/93637	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2001:43:10%20GMT	https://dienhoa24gio.com/js/jquery-1.8.3.min.js.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/js/jquery-1.8.3.min.js	(from https://dienhoa24gio.com/)
08:42:59	306031/306031	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2001:43:11%20GMT	https://dienhoa24gio.com/js/jquery-ui.js.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/js/jquery-ui.js	(from https://dienhoa24gio.com/)
08:42:59	116285/116285	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2014%20Jun%202022%2001:43:11%20GMT	https://dienhoa24gio.com/js/plugins.js.ashx	D:/BaiTapLonWeb/DienHoa24h/order%20flowers%20fast/dienhoa24gio.com/js/plugins.js	(from https://dienhoa24gio.com/)
